"SemiMajorAxis","Volume","EscapeVelocity","Density","planet","OrbitalPeriod"
0.662103903302279,10.2360301664895,10.892849383418,6.07264374208034,"Venus",0.448359232587036
11.7214976841059,8.13234543457151,34.0809313201865,0.758931119007266,"Saturn",40.4479492737811
4.90309444288189,1.53846986256209,58.4931583762544,1.28168833020854,"Jupiter",10.0630354021511
0.817967629593129,8.53250459951402,10.0341851678187,6.12913236372671,"Venus",0.55154447933195
27.0162927437037,7.10607908977195,25.7965803690535,2.10802191844584,"Neptune",225.690334236374
24.645875340884,5.46798515579954,24.8849341218199,1.92084670990267,"Neptune",112.866057586814
0.697117588153689,10.0227636242779,10.0501265057485,4.7783891631722,"Venus",0.500145030007419
21.0104150037321,7.1576668776732,20.6916010025994,1.34775664315296,"Uranus",179.595310851296
1.70341202844273,1.67612239563723,5.53711496929609,4.22968738102331,"Mars",2.71808513803851
6.13035773803049,1.53008213583077,58.5286517997177,1.3464893978326,"Jupiter",16.136842587002
4.33736495027792,1.48946333494103,68.0981243194656,1.55381826731643,"Jupiter",8.93302042251841
0.882161780584595,8.71039986429249,10.2586001552235,6.05299920213678,"Venus",0.857900094210034
17.8341932082775,6.65249867965572,20.6153909623818,1.19630263562558,"Uranus",69.7468906011703
0.731478397519027,9.62450796200604,8.55468243895034,4.99508163045538,"Venus",0.510987445275842
1.59892865541803,1.43103375775139,4.70547062399252,3.25483187266808,"Mars",2.6821235378315
17.6270121037243,6.25491062239873,18.5096791806696,1.10644121401596,"Uranus",85.8034901063882
24.5647547576553,7.69777047702523,28.7608281318448,1.59544185769513,"Neptune",139.089017148853
0.686304874772136,7.52629010396632,10.8493966060686,5.90359468510524,"Venus",0.55675164862037
1.53284935244186,1.44171460542346,5.29188125999931,3.8061595762231,"Mars",2.80461632356871
0.352936695644158,6.71632617106247,4.23443478185157,5.45267579524993,"Mercury",0.13945715333125
8.69429325391628,9.22260815466691,27.0377534132266,0.697544738103771,"Saturn",40.8665464847297
1.57106743808538,1.77476660729023,4.99639864601049,4.93875456745205,"Mars",3.0409915943789
18.864199770229,6.87196216964123,21.3000863365197,1.1442510656392,"Uranus",108.243165977394
0.751999747486362,9.58992057374994,9.1652747819323,5.93751957735634,"Venus",0.440561537295039
0.99464214219402,0.989517318597402,11.4640836731059,5.50101930024577,"Earth",1.07779988203057
1.38818799680775,1.52877278948507,5.89408866455316,3.67809641365805,"Mars",1.28691312629127
0.820244474331581,9.04379907472457,10.3232666837949,5.12058176482507,"Venus",0.663448276553023
1.08023539698114,0.986553789853727,12.3922128177824,7.11132986344423,"Earth",0.936209493987239
33.3297349899997,6.78922896274707,22.7802198326865,1.69661579136594,"Neptune",92.9000110670058
0.625309906938039,7.8923890539501,10.4298987184254,5.66004585737154,"Venus",0.423936366874319
0.426424712980111,5.48741686494576,5.2095827618706,5.2026428300971,"Mercury",0.201887356187814
0.607695978577327,8.18359769837254,11.0552355085007,4.87613668814362,"Venus",0.493658642709883
18.1395529581913,7.10630400679264,24.1956443619199,1.25794082189094,"Uranus",59.0652648828322
16.6799111394132,6.10202076720865,19.9937064230617,1.1544328584088,"Uranus",66.5356475751722
4.15910227706026,1.51132023584749,68.1479827749222,1.51714079703495,"Jupiter",13.6904671680748
11.4387496200688,9.30407601044073,41.951322762108,0.606580979624881,"Saturn",26.9585932502133
17.9231410424862,6.8502604450227,23.9390360638174,1.24573720562661,"Uranus",46.0836240886971
0.971933277003985,1.14047195461227,11.1869101857694,5.50426627796908,"Earth",0.97833998223978
9.17148733435926,7.74758138543473,40.4393042151171,0.817767323157807,"Saturn",20.8988237279361
0.748387363428645,9.76387158569348,10.2641121480797,5.70388417665602,"Venus",0.486699068755266
35.2067021622371,5.5069412214729,21.1792497809985,1.70090223053785,"Neptune",271.041692987975
1.18307324248387,1.07492591149912,11.8563205633047,6.31124877349261,"Earth",1.34950419124376
0.342912986271202,5.31730213779602,4.28806409458775,6.12373403454993,"Mercury",0.296237246496625
0.628543656260991,9.04030620010427,10.1214384623419,5.72825892219894,"Venus",0.359928515634232
25.7885424496236,6.97252592392932,27.5134365732042,1.65066946752503,"Neptune",147.337801889502
16.8798655606646,7.32886452026379,20.5493262148329,1.28324782504155,"Uranus",68.8115641283348
36.4934608366043,5.98313876630771,24.7236862736416,1.51327547877984,"Neptune",151.242921215631
1.00076487958459,1.00107743847018,9.06465616679552,6.17895403925674,"Earth",0.756117113156788
4.7675364802426,1.31375779662091,51.9146143634809,1.36092134151206,"Jupiter",9.81330204213641
18.0170044593632,6.34154173234999,19.8815306601741,1.35929806098402,"Uranus",79.8104627993475
0.429784237759869,6.26699113932165,4.11692694817978,5.3149923615693,"Mercury",0.24545423105533
0.396191291108459,5.49337475214345,4.11800967266097,4.13611738250279,"Mercury",0.300169081448353
9.23838633322027,11.0218694810876,38.7714130886332,0.641518991458264,"Saturn",22.6220284155339
27.8333341384166,6.39228797703082,19.6358066514221,1.53711782247214,"Neptune",123.260250184345
0.917392535926799,0.983412534567983,12.0292886939048,6.0143528246261,"Earth",0.937599495452271
23.4820440230203,7.10037524430235,23.0413849638895,1.21077465645222,"Uranus",165.314784222681
21.0189418161445,6.75021400392335,21.7089104329523,1.15579312306098,"Uranus",76.5363229796241
36.673927976982,6.03856560915609,25.9978722816171,1.30682951067224,"Neptune",319.583337991219
4.97265485150903,1.51970389644752,67.4100405454166,1.49179328232053,"Jupiter",7.86663841699896
9.20467021062105,8.46482294395723,33.1530224171527,0.71014677372926,"Saturn",43.4069512428095
17.2652179548528,7.57147908047048,22.4158999280396,1.24757883244396,"Uranus",45.7098394523733
29.2577784719674,5.93446199271886,22.6254593370782,1.4952894469131,"Neptune",165.133141338783
